sample_id,holeid,from_m,to_m,depth_m,x,y,z,MOD_ALT,WhiteMica,Chlorite,Carbonate,Epidote,Kaolinite,Dickite,Montmor,Alunite,Gypsum,Pyrophyllite,Diaspore,Zunyite,Water_silica,Hematite,Goethite,VNIRMinerals,aiMineral1,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Co_ppm,Cr_ppm,Cu_pct,Fe_pct,K_pct,Mg_pct,Mn_pct,Mo_ppm,Na_pct,Ni_ppm,P_pct,Pb_ppm,S_pct,Sb_ppm,Sc_ppm,Si_pct,Sr_ppm,Ti_pct,V_ppm,W_ppm,Zn_ppm,Ga_ppm,Rb_ppm,Tl_ppm,Cs_ppm,labeled
S01288,SYN-011,28.0,29.0,28.5,-88.87,64.95,28.5,Oxd,6.67,0.0,1.15,1.52,17.26,28.96,2.24,8.37,44.32,0.0,1.65,3.7,18.75,38.69,59.75,Goethite,Gypsum,1.75387,5.66161,32.96652,0.14161,420.29351,1.45452,1.65032,0.81098,,3.92576,7.9065,0.11168,9.12652,1.9771,0.32265,0.13394,10.93764,0.07715,16.0663,0.07559,24.07137,0.87437,2.01956,8.81965,37.63813,184.96134,0.25066,41.12643,,149.90192,4.32154,568.43838,0.62757,,False
S01289,SYN-011,29.0,30.5,29.75,-89.16,66.14,29.75,Oxd,1.63,0.0,4.01,1.07,4.76,1.69,0.0,2.87,21.98,6.81,3.35,1.3,11.57,59.01,2.91,Hematite,Gypsum,,19.2835,107.67612,1.34171,121.06413,0.14971,0.70418,0.13259,0.1156,10.16777,43.15423,0.03144,4.77639,1.3192,1.47224,1.1403,11.75366,0.45609,9.25815,0.1589,24.82391,0.08503,3.79679,15.06897,31.07469,99.19185,0.07697,124.4053,2.71892,51.64479,56.4118,55.77281,0.60174,1.70615,False
S01290,SYN-011,30.5,32.5,31.5,-89.57,67.8,31.5,Oxd,7.86,1.1,0.0,0.0,8.14,0.0,1.23,14.55,8.48,0.6,3.12,0.0,17.62,15.17,23.25,Goethite,Water_silica,1.55058,2.29606,100.62996,0.03226,480.99755,0.61543,2.41644,0.63604,0.52176,3.76093,23.08546,0.07734,1.03055,22.24166,0.78414,0.04201,5.58483,0.09831,19.57249,0.02642,44.19898,1.49264,1.24438,2.05606,27.41063,685.94768,,90.40486,1.5064,77.79892,27.7277,245.01292,,2.9357,True
S01291,SYN-011,32.5,34.0,33.25,-89.98,69.46,33.25,Oxd,3.14,4.65,5.66,2.29,16.75,2.23,19.79,3.72,21.88,2.78,2.97,35.55,20.78,20.28,29.58,Goethite,Zunyite,4.74961,5.02463,183.51598,0.71196,243.94844,0.65015,4.75207,0.1463,0.18273,14.21418,75.30557,0.15972,1.66163,0.46804,1.02532,0.1025,34.53573,0.07962,2.4572,0.01063,18.46024,4.30621,13.44246,13.00409,15.59857,,0.70418,129.52871,2.98567,30.23804,4.24754,46.79823,2.74643,5.83762,True
S01292,SYN-011,34.0,35.5,34.75,-90.32,70.88,34.75,Fil,32.72,0.24,4.76,6.79,2.11,5.35,4.83,3.48,3.9,2.39,5.16,1.35,8.18,0.0,5.35,None,WhiteMica,0.28608,7.06158,40.83702,0.36317,1331.87715,,2.40836,0.117,0.77896,7.22042,43.46412,0.03831,1.18199,2.25691,0.63191,0.04259,3.26928,0.91475,6.13946,0.12692,27.84029,1.94213,4.83763,6.31433,53.28033,84.13938,0.73594,35.13296,2.52253,92.60782,8.14664,335.93407,0.17136,0.92235,True
S01293,SYN-011,35.5,37.0,36.25,-90.67,72.3,36.25,Oxd,6.13,2.19,0.0,0.0,6.53,0.0,0.0,12.35,14.75,23.28,5.83,30.16,15.35,48.67,44.29,Hematite,Zunyite,0.33366,14.68206,32.3971,2.934689071888972,136.13821,2.44878,1.95586,0.20906,2.29151,5.07076,76.49615,0.08518,6.37478,0.99358,1.48553,0.0162,4.37779,0.1158,27.89211,0.1568,5.66052,1.36894,8.98006,5.59675,16.16419,71.42434,0.31669,245.79668,,41.53961,35.65024,,0.49498,7.34763,True
S01294,SYN-011,37.0,38.0,37.5,-90.96,73.49,37.5,Oxd,5.09,5.47,0.0,1.41,11.74,2.99,18.73,10.74,18.31,0.0,2.08,3.5,10.96,66.61,42.75,Hematite,Montmor,1.01248,2.38656,47.88643,0.67391,90.49548,0.91124,3.74623,0.16563,0.91216,4.1798,118.1508,2.0173927524172117,8.87366,0.67858,0.61403,,,1.04006,21.6038,0.07035,30.07525,0.0783,,9.53296,,177.87105,0.62973,77.82315,0.31513,44.99085,24.15528,56.77718,18.01895,0.9472,True
S01295,SYN-011,38.0,40.0,39.0,-91.31,74.91,39.0,Oxd,10.64,4.5,4.61,11.94,29.47,32.7,1.72,14.7,1.97,0.87,1.01,0.46,11.93,39.27,33.63,Hematite,Dickite,1.12114,13.71194,278.73729,0.54036,273.84366,,3.11295,0.25074,0.15112,8.32231,40.06082,,9.72442,9.68266,1.13132,0.11888,2.42653,0.96268,17.67324,0.24123,52.78285,0.04061,9.42732,28.62362,51.93792,19.30189,0.29692,46.99155,0.7624,28.2405,47.83888,31.87611,1.09108,1.40115,True
S01296,SYN-011,40.0,41.5,40.75,-91.72,76.57,40.75,Oxd,6.46,1.25,0.0,1.49,12.85,1.46,1.73,11.11,24.25,3.69,1.09,1.17,26.02,37.62,3.95,Hematite,Water_silica,1.33964,14.81796,153.80338,0.11213,436.67058,0.36138,0.26189,0.28479,0.34431,9.28761,15.09299,0.00703,2.00128,1.83181,1.9849,0.20538,,0.40059,24.98717,0.01023,12.44872,0.54302,3.93771,3.9068,22.30894,26.6852,1.06162,704.67115,5.94807,76.46772,10.62957,31.06959,,5.03877,False
S01297,SYN-011,41.5,42.5,42.0,-92.01,77.75,42.0,ArgAvd,1.68,5.97,0.94,1.84,6.3,10.12,2.35,37.4,1.75,60.82,0.0,6.12,7.29,8.51,3.12,None,Pyrophyllite,2.49676,27.73687,250.93192,0.19847,116.61384,0.2018,,0.06332,0.87118,3.88241,26.93967,0.5995,,0.45519,4.25195,0.027,9.44898,0.25992,9.84453,0.02267,32.87961,2.72146,29.66123,5.73869,13.32373,134.92793,0.44211,41.53996,1.23114,38.1208,6.20729,99.56225,1.72836,,True
S01298,SYN-011,42.5,44.0,43.25,-92.3,78.94,43.25,Oxd,11.25,4.16,1.49,3.33,10.31,3.32,15.34,5.88,44.42,0.0,2.22,3.86,18.07,27.21,23.25,Hematite,Gypsum,0.38082,3.32861,99.2553,0.55943,321.45343,0.28534,1.74782,0.97168,0.16595,7.35023,10.17072,0.01329,9.48502,3.23854,0.55589,,,1.02944,76.22355,0.26847,71.65348,0.10501,2.69058,,13.8638,145.20716,0.67305,38.00835,1.55269,77.41337,18.38086,40.12559,0.30429,0.59511,True
S01299,SYN-011,44.0,46.0,45.0,-92.71,80.6,45.0,ArgAvd,6.27,2.99,1.18,0.76,9.18,18.95,0.54,33.01,0.0,42.89,30.2,17.2,9.25,5.94,2.84,None,Pyrophyllite,,8.0639,692.56428,2.83972,291.27358,1.27102,5.31404,0.05349,0.5334,11.81319,22.84588,0.23529,2.44118,0.48817,0.62467,0.06065,2.9884,0.27501,23.93382,0.01695,16.31372,9.12649,28.53038,26.4465,,8.81232,,699.42347,4.08728,133.98214,47.51147,29.16256,12.74683,,True
S01300,SYN-011,46.0,47.0,46.5,-93.06,82.02,46.5,Fil,100.0,0.0,0.32,2.8,11.83,6.19,3.39,4.34,8.89,3.99,1.95,0.0,6.0,2.51,6.55,None,WhiteMica,1.23092,2.13305,99.49289,0.35888,,0.94681,3.02908,,0.30343,18.14999,86.20383,0.04795,0.68788,2.60881,,0.0071,26.29243,1.10474,8.33604,0.1009,16.14254,0.9956,2.8034,42.53746,14.499,30.59917,1.2857,78.34036,1.15867,62.76397,7.26146,95.72077,0.29783,1.16419,False
S01301,SYN-011,47.0,49.0,48.0,-93.41,83.44,48.0,Fil,46.7,0.62,0.84,0.0,8.29,6.82,8.45,37.31,8.0,3.94,0.0,0.0,6.95,2.81,3.44,None,WhiteMica,0.73208,6.78046,125.29909,0.1531,337.47888,2.34862,0.98467,0.27738,1.29725,3.71629,169.61619,,4.70993,5.0252,0.62849,0.11646,3.24458,0.42724,29.65895,0.12923,31.7144,3.80755,1.40781,,74.88606,122.21808,0.22965,106.78468,,45.27643,11.64512,59.85404,0.74095,2.55553,True
S01302,SYN-011,49.0,50.5,49.75,-93.82,85.1,49.75,ArgAvd,6.37,3.91,0.0,0.47,2.51,0.0,2.71,22.39,4.81,97.98,9.68,3.72,7.81,2.48,2.36,None,Pyrophyllite,2.59042,14.22135,306.94991,6.15353,296.1701,0.17724,15.674,0.05999,,3.08895,26.35269,0.02993,1.77972,0.13921,0.37434,0.14701,12.95742,0.04689,9.7451,0.0744,44.85538,2.06499,2.97919,14.68133,29.198,90.23582,0.28545,62.01278,2.95076,179.28386,29.37653,86.69939,2.66039,1.12081,True
S01303,SYN-011,50.5,52.5,51.5,-94.22,86.76,51.5,ArgAvd,5.81,0.3,0.0,3.66,3.29,9.78,4.12,67.22,0.05,27.56,15.52,9.8,15.66,0.0,0.0,None,Alunite,1.18763,8.66213,63.10599,2.44719,217.63428,2.05624,3.41426,0.02602,0.31282,21.69548,57.32272,0.12877,0.93414,0.69551,0.3099,0.19053,16.70305,0.03529,15.80559,0.01974,19.73502,1.82017,27.10697,5.02493,28.03063,340.35692,0.22975,79.23362,3.39743,23.54182,10.38835,102.21825,3.34925,1.44015,True
S01304,SYN-011,52.5,54.5,53.5,-94.69,88.66,53.5,ArgAvd,6.12,0.0,0.88,5.52,4.46,15.28,1.13,35.12,0.0,17.48,10.17,10.12,37.35,0.0,3.06,None,Water_silica,2.25566,17.86437,99.92811,0.04521,425.33243,0.20194,0.4387,0.09518,0.708,1.94298,186.75574,0.12537,0.52912,1.81734,1.24804,0.06385,5.9461,0.48323,10.17716,0.66803,10.54278,5.70017,1.70258,69.48837,113.98266,35.40664,0.4919,30.8094,1.32368,18.74394,32.127,126.80585,1.34921,5.3697,True
S01305,SYN-011,54.5,56.5,55.5,-95.16,90.55,55.5,Fil,58.77,4.71,3.63,1.72,8.64,6.92,2.9,15.56,7.91,0.45,0.0,2.24,16.16,0.0,4.75,None,WhiteMica,2.35133,4.83607,27.44386,0.18568,412.49516,0.24504,3.28247,1.71719,0.74903,3.70466,10.01158,0.06951,3.02573,3.12597,,0.06253,3.31956,0.68881,14.15217,0.01839,21.65693,8.84701,1.67208,7.73974,50.7239,209.61356,0.09181,124.08371,3.48116,29.14511,15.43972,185.22454,0.53096,1.4418,True
S01306,SYN-011,56.5,58.5,57.5,-95.62,92.45,57.5,Arg,37.13,0.0,1.41,1.44,8.75,30.63,8.87,0.0,2.59,5.37,0.0,0.0,4.96,14.8,23.25,Goethite,WhiteMica,2.34483,2.70365,827.61603,0.09058,155.7053,0.92979,7.25654,0.04364,0.28038,3.22019,7.66711,0.29765,0.93245,0.2256,0.27664,0.08904,7.61838,0.08428,7.07845,0.24246,5.32166,4.85415,7.51279,,46.18685,109.51439,0.1533,30.5464,1.56365,11.61364,18.61202,26.79545,3.00679,2.98549,False
S01307,SYN-011,58.5,59.5,59.0,-95.97,93.87,59.0,Fil,81.42,1.01,1.69,0.65,1.06,3.89,9.73,6.27,35.68,2.98,0.93,1.13,3.62,6.16,0.0,None,WhiteMica,1.34709,6.45886,71.81083,0.54542,405.31113,0.12556,0.6742,0.25628,0.84808,19.13525,83.79557,0.01162,4.4131,0.40202,0.6685,0.02902,1.25997,0.72426,19.28649,0.12182,20.72673,0.32696,1.60756,9.17449,8.56138,122.30871,0.4044,36.31625,3.9257,81.10162,23.42579,36.37558,0.35873,6.38939,True
S01308,SYN-011,59.5,61.5,60.5,-96.32,95.3,60.5,ArgAvd,3.42,0.08,13.84,0.0,5.8,7.68,4.03,50.72,0.0,52.1,22.8,6.94,2.51,0.73,4.12,None,Pyrophyllite,6.98886,14.07195,152.97565,2.48056,238.69032,,10.89341,0.36473,,3.77949,21.45108,0.13275,2.26384,2.19177,0.20248,0.04774,8.2686,0.11681,18.89997,0.06833,8.02122,2.79153,11.72099,17.30362,11.43896,129.35196,0.27374,220.48354,2.90368,17.71033,18.71865,69.71083,3.22351,3.19077,True
S01309,SYN-011,61.5,63.0,62.25,-96.73,96.96,62.25,Fil,17.37,0.0,3.71,12.03,5.89,6.19,3.84,1.71,36.28,6.42,3.57,1.71,6.09,4.71,21.89,Goethite,Gypsum,3.6963,26.59205,631.65172,14.392131637561398,59.51653,0.79483,,0.50104,,9.15568,14.1627,0.0576,4.79192,0.97841,0.33607,0.03971,,0.10083,18.34287,0.01537,2.03961,3.28586,25.91059,24.60198,26.29839,81.81957,0.13421,57.87678,1.32531,140.08786,19.02841,11.20082,2.09056,2.35486,True
S01310,SYN-011,63.0,64.5,63.75,-97.08,98.38,63.75,ArgAvd,3.49,1.17,0.98,4.28,6.13,12.37,5.07,38.31,2.86,5.81,16.5,8.88,7.65,1.35,1.94,None,Alunite,2.92453,4.49661,247.30743,0.96564,245.05721,0.59364,3.82963,0.06955,,3.14055,72.61954,0.03842,1.1864,5.13099,0.03177,,9.38602,0.3197,,0.00707,29.08887,3.91754,9.39295,4.77219,72.06985,101.92683,,10.52263,2.37695,70.31855,4.94551,,,8.87176,False
S01311,SYN-011,64.5,66.5,65.5,-97.49,100.04,65.5,ArgAvd,2.38,0.0,5.34,1.25,4.0,15.3,4.57,53.7,0.0,35.77,29.2,9.59,6.4,1.65,7.15,None,Alunite,7.04168,1.11386,2686.47178,0.2385,81.08731,0.17713,12.70237,0.18888,0.77171,3.80919,11.03904,,0.64762,0.54412,1.04231,0.01411,,0.20301,21.16346,0.03107,11.47544,8.43711,3.98914,3.83463,10.29116,102.88462,0.09146,116.50107,2.36692,109.98236,3.30383,27.00682,0.74476,4.80238,True
S01312,SYN-011,66.5,68.5,67.5,-97.95,101.93,67.5,ArgAvd,4.42,0.0,14.1,1.79,3.32,8.76,0.0,43.04,4.99,39.34,34.07,21.2,8.75,1.36,0.9,None,Alunite,1.35318,10.25534,2186.54987,0.28529,186.25841,0.52942,3.25708,0.14331,0.46441,9.99939,,0.36121,10.47754,1.6541,0.50046,0.04354,14.16902,0.01451,20.67256,0.10729,14.24448,2.82114,37.13398,15.03306,23.26999,43.15495,0.51017,359.84715,,256.84484,6.26561,13.6301,4.32686,2.38233,True
S01313,SYN-011,68.5,70.0,69.25,-98.36,103.59,69.25,Arg,10.52,0.0,1.01,3.08,65.36,14.92,5.89,0.02,3.74,4.09,1.2,0.0,0.0,0.51,7.58,None,Kaolinite,3.67643,24.80923,33.12074,0.06984,,0.06089,1.09915,2.5598,,4.72499,67.1377,0.01528,2.78052,0.84419,,0.0445,3.10184,0.14272,37.42177,0.05057,,1.67897,7.33447,12.39531,9.36898,152.04082,0.22414,74.32407,,56.27768,4.07452,16.85385,0.13929,2.10657,False
S01314,SYN-011,70.0,71.5,70.75,-98.71,105.02,70.75,ArgAvd,37.49,2.24,0.99,4.58,4.23,7.06,0.0,30.72,2.8,55.38,8.44,5.97,6.38,6.33,13.48,None,Pyrophyllite,1.94297,7.57105,472.09341,20.304853019986826,387.77712,1.22146,5.18894,0.14087,0.40124,7.16721,33.6512,0.12683,0.62164,1.86881,1.79753,0.0251,8.19469,0.47591,8.5472,0.06482,53.61616,4.89777,9.66769,7.93806,40.47658,27.45176,0.66109,33.24617,2.1162,49.22851,17.94354,6.61883,3.36841,,True
S01315,SYN-011,71.5,73.0,72.25,-99.06,106.44,72.25,Arg,26.23,3.96,0.23,12.25,71.0,15.95,5.14,3.01,17.18,2.32,0.0,0.0,0.0,2.29,4.93,None,Kaolinite,0.56923,5.55853,93.77897,0.03558,239.83508,0.48222,0.85318,0.24008,0.29497,3.77697,11.11005,0.01936,,3.01437,0.92609,0.13199,2.62092,0.66397,5.42792,0.10343,14.34049,0.53736,13.20769,17.19125,12.60154,50.64141,0.24361,64.09954,2.46783,213.18611,10.62612,24.27073,0.10489,1.51275,True
S01316,SYN-011,73.0,74.5,73.75,-99.41,107.86,73.75,Fil,82.8,0.0,2.71,0.0,2.9,9.46,3.43,0.0,1.15,20.01,0.95,1.78,2.94,35.62,1.98,Hematite,WhiteMica,1.72554,6.41268,127.66139,0.0273,,0.16815,1.40854,0.36019,,19.91146,191.42571,0.988918424252849,2.0012,1.08554,3.78747,0.08709,,0.62239,9.84397,0.12336,10.89578,3.13605,4.04909,13.5614,22.75901,,0.41375,102.43372,1.20922,44.90116,13.43067,44.07207,0.39452,0.42982,False
S01317,SYN-011,74.5,76.0,75.25,-99.76,109.28,75.25,Fil,56.69,5.48,1.71,1.34,7.93,0.34,10.91,26.91,40.97,30.16,4.64,0.84,3.93,28.24,0.0,Hematite,WhiteMica,0.69555,14.93788,82.00465,0.08511,951.7279,1.65027,3.25938,0.12391,0.45948,8.0276,65.15492,0.04538,3.02446,1.10166,0.35128,0.06629,26.13336,1.3003,16.01039,0.00743,9.76969,2.34343,2.98474,,29.05467,64.42036,3.1529,14.47605,1.76538,20.19465,3.71707,33.65336,0.77447,1.05643,False
S01318,SYN-011,76.0,77.5,76.75,-100.1,110.7,76.75,Arg,17.31,3.2,0.93,0.32,60.89,26.2,5.81,3.46,0.0,0.0,0.0,0.49,0.0,5.51,2.74,None,Kaolinite,,6.75441,51.62612,0.0478,273.87634,1.9469,0.12336,0.13672,0.47222,11.14265,39.56811,0.01318,1.13822,0.18339,0.45015,0.02482,5.66234,0.12726,7.94045,0.1438,16.75563,2.17258,1.55195,11.35811,54.37874,196.24324,0.35104,56.87044,2.0019,83.24743,9.62577,7.6012,1.84093,1.22178,True
S01319,SYN-011,77.5,78.5,78.0,-100.4,111.89,78.0,Fil,63.35,5.03,1.98,0.0,8.48,6.88,5.91,4.54,6.52,3.21,1.86,2.15,10.48,2.2,4.62,None,WhiteMica,0.61072,8.6965,54.6493,0.04517,149.49782,0.24317,1.08826,0.50932,0.18404,13.1487,117.85423,0.07456,4.24512,0.47387,0.60173,0.16446,5.69637,0.08509,17.7959,0.01577,12.4666,0.77277,1.22939,12.5712,92.23781,146.98644,0.58152,28.08504,1.60254,88.02243,40.52261,81.44655,0.85158,3.5842,True
S01320,SYN-011,78.5,79.5,79.0,-100.63,112.84,79.0,Fil,67.66,2.69,0.0,0.33,25.34,2.82,9.05,2.03,19.63,1.24,0.0,3.0,3.15,1.3,1.65,None,WhiteMica,1.15446,14.14406,69.93836,0.18606,351.75687,0.50366,1.58954,0.83882,0.18711,16.14582,33.36854,0.01429,3.25605,5.33221,0.42275,0.01227,3.43998,0.25014,6.85524,0.42324,28.32341,8.62593,1.80583,3.3072,43.37848,83.46022,0.54967,38.98836,,73.89455,16.22834,69.22942,,1.9772,True
S01321,SYN-011,79.5,81.5,80.5,-100.98,114.26,80.5,Fil,55.98,0.0,0.83,2.17,5.6,9.79,4.93,3.23,5.57,31.07,2.54,0.83,5.59,0.0,2.3,None,WhiteMica,3.32032,1.48036,,0.05074,136.7531,0.94294,1.45266,0.20604,0.0804,6.08972,28.77402,0.05192,3.15682,0.92874,0.51214,0.00363,4.44825,0.21936,7.64463,0.42092,45.16206,2.70783,6.81774,13.45078,26.80817,107.62998,,57.67441,7.78647,90.46103,44.83108,202.44927,1.32301,5.46008,True
S01322,SYN-011,81.5,83.0,82.25,-101.39,115.92,82.25,Arg,20.13,2.51,4.61,2.91,56.19,11.57,7.48,14.84,4.98,0.0,27.02,33.78,0.0,3.83,3.21,None,Kaolinite,11.21853,15.54144,99.95914,0.25592,737.38236,0.74886,4.43083,0.80339,0.40385,5.36052,21.83896,0.04499,4.6627,2.97373,,0.09558,11.19101,0.24626,4.91799,0.03514,38.50725,0.28472,10.34157,6.19375,10.34207,132.99231,0.43648,153.81415,1.31667,62.0979,,,0.706,3.10624,True
S01323,SYN-011,83.0,85.0,84.0,-101.79,117.58,84.0,Fil,54.77,1.97,3.91,0.01,4.93,8.21,4.76,2.4,35.98,5.48,0.74,2.5,0.94,5.81,0.0,None,WhiteMica,3.56162,7.46671,383.19604,0.71669,359.34583,1.47297,38.40985,0.04107,,15.13059,27.2887,0.51743,3.48725,0.751,1.78127,0.05292,6.57193,0.37537,21.42941,0.06269,3.58993,6.28829,37.9441,,8.21015,58.55874,0.24522,75.11876,4.21958,151.39891,179.24093,25.54663,1.6781,3.07168,False
S01324,SYN-011,85.0,86.5,85.75,-102.2,119.24,85.75,ArgAvd,2.92,0.0,3.24,0.0,1.38,14.21,0.89,25.55,3.35,79.23,14.19,7.7,10.28,22.53,2.29,Hematite,Pyrophyllite,5.29399,5.55025,1157.82457,6.65631,103.63644,0.68391,7.80302,0.04972,0.65789,12.71923,60.36772,,1.15692,2.29781,0.70101,0.02118,9.16945,0.21638,4.35182,0.06962,13.11202,3.14914,20.59951,2.37697,49.07258,146.10228,0.08401,66.1837,,338.63448,,35.56958,7.8372,2.45709,True
S01325,SYN-011,86.5,87.5,87.0,-102.49,120.42,87.0,Fil,85.8,2.16,0.0,0.47,7.3,8.12,0.0,3.45,8.04,0.07,0.0,2.63,2.94,0.91,3.53,None,WhiteMica,0.08032,14.3163,63.99445,0.14568,92.07082,0.33785,1.51546,0.50577,0.17828,4.88884,23.57553,0.10411,0.94642,0.69061,1.17821,0.24952,0.62946,0.0336,,0.15742,3.10568,3.36572,2.07998,16.18152,46.14614,70.99545,1.08348,58.5908,1.9741,106.06082,5.81637,39.91602,0.62396,8.09679,True
S01326,SYN-011,87.5,88.5,88.0,-102.72,121.37,88.0,Arg,7.9,1.53,0.0,1.82,64.91,13.46,7.82,0.0,0.0,0.68,4.89,0.0,0.0,36.57,1.68,Hematite,Kaolinite,0.26334,9.16554,10.2064,0.17926,90.44998,0.2079,1.96637,0.5374,,6.02577,59.52897,0.01488,2.37514,0.86161,0.78366,0.01822,3.17868,0.88682,36.64541,0.05552,49.6451,17.123126011075,1.18051,11.91603,20.99597,49.1965,0.48177,31.74999,,,9.45704,8.42763,1.34455,3.43786,True
S01327,SYN-011,88.5,89.5,89.0,-102.96,122.32,89.0,Arg,35.3,4.82,6.84,0.0,63.47,17.19,4.05,0.0,7.68,0.0,0.28,4.2,1.67,0.0,6.1,None,Kaolinite,1.26585,39.83482,33.3429,0.04393,110.81793,,2.01146,0.04722,0.13978,21.62558,45.14178,,0.47287,2.17174,1.24085,0.01881,6.14514,,12.97582,0.01601,20.03936,1.00607,5.92507,3.24996,16.42014,37.18918,0.2326,40.87225,1.28382,46.12199,9.55508,27.25777,2.08903,1.1327,True
S01328,SYN-011,89.5,91.5,90.5,-103.31,123.74,90.5,Arg,19.25,0.0,0.0,0.0,31.04,6.09,8.89,0.49,0.0,2.98,3.91,0.51,34.96,0.0,3.57,None,Water_silica,1.02563,,198.68062,0.19276,124.79885,0.56934,2.57647,0.35949,0.20747,13.77108,24.56031,0.04481,1.72717,,0.80128,0.10785,2.61806,0.38193,10.09086,0.06975,14.15006,0.30063,19.19812,8.2118,32.71152,339.99894,0.46412,37.04941,2.65945,92.05625,21.75796,17.21263,0.15369,2.7543,True
S01329,SYN-011,91.5,92.5,92.0,-103.66,125.16,92.0,Arg,9.97,0.0,1.8,5.45,52.81,40.58,8.85,3.6,1.99,1.58,2.99,3.42,0.0,0.25,29.25,Goethite,Kaolinite,3.67552,9.30181,79.457,0.07806,1468.73361,0.06759,0.60258,0.19409,,2.37508,26.0676,0.02381,7.08161,3.99735,3.01299,0.23718,5.73124,0.36235,22.86749,0.01683,14.65317,1.21411,4.6711,17.67775,34.72946,119.20071,2.00596,94.27528,1.78284,30.57314,21.78132,57.61589,0.4687,1.3696,True
S01330,SYN-011,92.5,94.0,93.25,-103.95,126.35,93.25,Fil,65.87,1.26,0.0,3.25,9.29,3.7,7.53,5.73,6.15,0.27,2.19,3.87,2.97,0.28,1.72,None,WhiteMica,0.2541,45.56907,99.21873,0.22762,159.18013,0.35114,1.14802,,0.11825,8.04768,20.99547,0.04226,,1.43395,1.66439,0.06419,6.14546,0.09547,19.35202,0.04437,28.50144,1.0988,3.65908,14.19713,12.42147,61.51438,0.04154,351.66729,2.36944,18.11912,6.18249,53.0666,0.71619,0.76484,True
S01331,SYN-011,94.0,96.0,95.0,-104.35,128.01,95.0,Fil,59.08,0.0,0.0,0.0,5.91,6.71,5.96,6.81,6.73,1.54,0.58,0.0,4.69,3.45,1.27,None,WhiteMica,2.08228,2.28062,139.03797,0.32815,130.33339,0.02907,3.522,0.17982,0.69813,12.81239,34.99973,0.02482,3.64554,2.10376,1.22053,0.04326,7.83239,0.11153,14.24193,0.04305,14.51039,2.05007,0.98062,14.53717,46.54557,,0.25791,189.01593,0.79478,80.42113,7.33291,65.09764,0.77061,,False
S01332,SYN-011,96.0,98.0,97.0,-104.82,129.91,97.0,Arg,34.4,4.01,36.17,0.73,41.6,0.0,7.6,1.63,0.0,29.2,7.12,0.0,3.36,4.05,0.86,None,Kaolinite,0.81987,3.43611,83.8146,0.57006,107.21792,0.11421,1.70304,0.36447,,5.46793,52.71941,,3.59312,1.01415,0.28596,0.0407,1.38265,0.07108,4.26274,0.08357,15.30207,0.42643,2.89485,6.80699,25.1898,133.78704,0.71716,150.73211,4.14149,71.19176,6.78147,31.66207,1.57715,5.75258,True
S01333,SYN-011,98.0,99.0,98.5,-105.17,131.33,98.5,Arg,17.01,1.27,0.47,4.99,41.89,16.0,5.51,2.58,8.5,1.81,2.33,2.24,26.27,0.96,6.84,None,Kaolinite,0.36668,3.4219,10.15472,0.13665,343.47901,0.20293,0.89067,,0.2858,7.09109,217.00956,0.01279,3.88473,1.31469,2.29009,0.15594,5.41622,2.29245,15.64893,0.01943,18.88846,0.16529,1.44326,4.38978,20.3271,859.73891,0.06112,104.83579,5.4048,73.38213,11.41698,77.67421,0.17666,10.76222,True
S01334,SYN-011,99.0,100.0,99.5,-105.4,132.28,99.5,Arg,25.31,0.0,18.24,3.19,72.63,7.77,10.42,3.07,15.56,0.0,1.39,3.65,0.82,5.97,4.56,None,Kaolinite,0.10239,15.57517,17.51475,0.07313,138.88475,0.48895,1.46665,0.16114,0.19204,19.84984,103.55581,0.49343,2.20726,,1.39672,0.06192,1.95836,0.22602,9.30011,0.03878,38.03107,1.85312,3.48425,3.55205,20.49564,420.31912,0.59563,217.91397,4.01688,70.15185,33.82726,28.19627,1.54825,0.84204,True
S01335,SYN-011,100.0,101.0,100.5,-105.64,133.22,100.5,Arg,30.33,2.58,2.56,0.0,82.01,7.92,12.77,0.0,9.57,0.77,1.42,2.18,3.37,0.71,2.05,None,Kaolinite,0.85656,6.53868,28.11979,0.49241,114.60536,1.40158,1.4396,0.19493,0.04074,9.81491,22.9758,0.34812686483371474,2.46668,0.54455,0.21714,0.008,7.67813,0.20995,5.09597,0.09638,46.72338,0.21836,3.01244,18.54502,36.44444,81.42067,0.05395,111.51132,2.84454,50.13498,5.45073,21.36662,,1.4055,True
S01336,SYN-011,101.0,102.0,101.5,-105.87,134.17,101.5,Sk,29.34,8.58,10.16,11.04,24.59,4.34,21.01,4.16,21.46,0.5,2.18,3.12,1.91,4.91,1.82,None,WhiteMica,2.04027,,73.82069,0.2222,167.61564,0.71027,9.10218,3.11117,1.70477,10.74392,23.146,7.179565642533797,12.62674,1.08321,2.04479,0.3364,18.71684,0.77741,2.10122,0.05372,6.1258,0.86883,2.39598,15.74726,39.49231,394.86281,2.31776,53.41123,8.95742,144.09885,32.17931,47.44854,0.46621,1.21401,True
