sample_id,holeid,MOD_ALT,labeled
S01678,SYN-014,Pro,True
S01679,SYN-014,Pro,True
S01680,SYN-014,Pro,False
S01681,SYN-014,Pro,False
S01682,SYN-014,Pro,True
S01683,SYN-014,Pro,True
S01684,SYN-014,Pro,False
S01685,SYN-014,Fil,True
S01686,SYN-014,Pro,True
S01687,SYN-014,Pro,True
S01688,SYN-014,Pro,False
S01689,SYN-014,Fil,False
S01690,SYN-014,Pro,True
S01691,SYN-014,Pro,True
S01692,SYN-014,Pro,False
S01693,SYN-014,Pro,True
S01694,SYN-014,Pro,True
S01695,SYN-015,Oxd,True
S01696,SYN-015,Oxd,True
S01697,SYN-015,Oxd,True
S01698,SYN-015,ArgAvd,False
S01699,SYN-015,Oxd,True
S01700,SYN-015,Oxd,False
S01701,SYN-015,Oxd,False
S01702,SYN-015,Oxd,True
S01703,SYN-015,Oxd,True
S01704,SYN-015,Oxd,True
S01705,SYN-015,Oxd,True
S01706,SYN-015,Oxd,True
S01707,SYN-015,Oxd,True
S01708,SYN-015,Oxd,True
S01709,SYN-015,ArgAvd,True
S01710,SYN-015,Oxd,True
S01711,SYN-015,Oxd,True
S01712,SYN-015,Oxd,True
S01713,SYN-015,Fil,True
S01714,SYN-015,Oxd,False
S01715,SYN-015,Oxd,True
S01716,SYN-015,Oxd,True
S01717,SYN-015,Arg,True
S01718,SYN-015,Oxd,True
S01719,SYN-015,Oxd,True
S01720,SYN-015,Oxd,True
S01721,SYN-015,Arg,True
S01722,SYN-015,Arg,True
S01723,SYN-015,Fil,True
S01724,SYN-015,Arg,True
S01725,SYN-015,Arg,True
S01726,SYN-015,Arg,True
S01727,SYN-015,Arg,True
S01728,SYN-015,Fil,True
S01729,SYN-015,Fil,False
S01730,SYN-015,Arg,True
S01731,SYN-015,Pro,True
S01732,SYN-015,Arg,False
S01733,SYN-015,Fil,True
S01734,SYN-015,Arg,False
S01735,SYN-015,Arg,True
S01736,SYN-015,Fil,True
S01737,SYN-015,Fil,True
S01738,SYN-015,Pro,True
S01739,SYN-015,Pro,True
S01740,SYN-015,Fil,True
S01741,SYN-015,Arg,True
S01742,SYN-015,Pro,True
S01743,SYN-015,Pro,True
S01744,SYN-015,Fil,True
S01745,SYN-015,Pro,True
S01746,SYN-015,Fil,True
S01747,SYN-015,Fil,True
S01748,SYN-015,Pro,True
S01749,SYN-015,Pro,True
S01750,SYN-015,Pro,True
S01751,SYN-015,Pro,True
S01752,SYN-015,Pro,True
S01753,SYN-015,Arg,False
S01754,SYN-015,Fil,True
S01755,SYN-015,Fil,True
S01756,SYN-015,Pro,True
S01757,SYN-015,Pro,False
S01758,SYN-015,Pro,True
S01759,SYN-015,Pro,True
S01760,SYN-015,Pro,True
S01761,SYN-015,Pro,True
S01762,SYN-015,Pro,True
S01763,SYN-015,Pro,True
S01764,SYN-015,Pro,True
S01765,SYN-015,Pro,False
S01766,SYN-015,Fil,True
S01767,SYN-015,Fil,True
S01768,SYN-015,Pro,True
S01769,SYN-015,Pro,True
S01770,SYN-015,Fil,True
S01771,SYN-015,Pro,True
S01772,SYN-015,Pro,True
S01773,SYN-015,Pro,False
S01774,SYN-015,Pro,False
S01775,SYN-015,Pro,True
S01776,SYN-015,Pro,True
S01777,SYN-015,Pro,True
S01778,SYN-015,Pro,False
S01779,SYN-015,Pro,True
S01780,SYN-015,Pro,True
S01781,SYN-015,Fil,True
S01782,SYN-015,Fil,True
S01783,SYN-015,Pro,True
S01784,SYN-015,Pro,True
S01785,SYN-015,Pro,True
S01786,SYN-015,Pro,True
S01787,SYN-015,Pro,True
S01788,SYN-015,Fil,True
S01789,SYN-015,Pro,True
S01790,SYN-015,Pro,True
S01791,SYN-015,Pro,True
S01792,SYN-015,Pro,True
S01793,SYN-015,Pro,True
S01794,SYN-015,Pro,False
S01795,SYN-015,Pro,True
S01796,SYN-015,Pro,True
S01797,SYN-015,Pro,True
S01798,SYN-015,Fil,True
S01799,SYN-015,Pro,True
S01800,SYN-015,Pro,True
S01801,SYN-015,Pro,True
S01802,SYN-015,Fil,True
S01803,SYN-015,Pro,True
S01804,SYN-015,Pro,True
S01805,SYN-015,Pro,False
S01806,SYN-015,Pro,True
S01807,SYN-015,Pro,True
S01808,SYN-015,Pro,True
S01809,SYN-015,Pro,False
S01810,SYN-015,Pro,True
S01811,SYN-015,Pro,True
S01812,SYN-015,Pro,True
S01813,SYN-015,Pro,True
S01814,SYN-015,Fil,True
S01815,SYN-015,Pro,True
S01816,SYN-015,Pro,True
S01817,SYN-015,Pro,False
S01818,SYN-015,Pro,True
S01819,SYN-015,Pro,True
S01820,SYN-015,Pro,True
S01821,SYN-015,Pro,True
S01822,SYN-015,Pro,True
S01823,SYN-015,Pro,True
S01824,SYN-015,Pro,True
S01825,SYN-015,Pro,True
S01826,SYN-015,Pro,True
S01827,SYN-015,Pro,False
S01828,SYN-015,Pro,True
S01829,SYN-015,Pro,True
S01830,SYN-015,Pro,True
S01831,SYN-015,Pro,False
S01832,SYN-015,Pro,False
S01833,SYN-015,Fil,True
S01834,SYN-015,Fil,True
S01835,SYN-015,Pro,True
S01836,SYN-015,Pro,True
S01837,SYN-015,Pro,False
S01838,SYN-015,Pro,True
S01839,SYN-015,Pro,True
S01840,SYN-015,Pro,True
S01841,SYN-016,Oxd,True
S01842,SYN-016,Oxd,True
S01843,SYN-016,Oxd,True
S01844,SYN-016,Oxd,True
S01845,SYN-016,Oxd,True
S01846,SYN-016,Oxd,True
S01847,SYN-016,ArgAvd,True
S01848,SYN-016,Oxd,True
S01849,SYN-016,Oxd,True
S01850,SYN-016,Oxd,True
S01851,SYN-016,Oxd,True
S01852,SYN-016,Oxd,True
S01853,SYN-016,Oxd,True
S01854,SYN-016,Oxd,True
S01855,SYN-016,Oxd,True
S01856,SYN-016,ArgAvd,True
S01857,SYN-016,Oxd,False
S01858,SYN-016,Oxd,False
S01859,SYN-016,Oxd,True
S01860,SYN-016,Oxd,True
S01861,SYN-016,Oxd,False
S01862,SYN-016,Oxd,True
S01863,SYN-016,Oxd,True
S01864,SYN-016,Oxd,True
S01865,SYN-016,Fil,False
S01866,SYN-016,ArgAvd,False
S01867,SYN-016,Oxd,True
S01868,SYN-016,ArgAvd,True
S01869,SYN-016,ArgAvd,True
S01870,SYN-016,ArgAvd,False
S01871,SYN-016,ArgAvd,True
S01872,SYN-016,ArgAvd,True
S01873,SYN-016,ArgAvd,True
S01874,SYN-016,Fil,True
S01875,SYN-016,ArgAvd,True
S01876,SYN-016,ArgAvd,True
S01877,SYN-016,ArgAvd,True
S01878,SYN-016,ArgAvd,True
S01879,SYN-016,ArgAvd,True
S01880,SYN-016,ArgAvd,True
S01881,SYN-016,ArgAvd,True
S01882,SYN-016,ArgAvd,True
S01883,SYN-016,ArgAvd,True
S01884,SYN-016,ArgAvd,True
S01885,SYN-016,ArgAvd,True
S01886,SYN-016,Fil,True
S01887,SYN-016,ArgAvd,False
S01888,SYN-016,ArgAvd,True
S01889,SYN-016,ArgAvd,False
S01890,SYN-016,ArgAvd,True
S01891,SYN-016,ArgAvd,True
S01892,SYN-016,ArgAvd,True
S01893,SYN-016,ArgAvd,True
S01894,SYN-016,ArgAvd,True
S01895,SYN-016,ArgAvd,True
S01896,SYN-016,ArgAvd,True
S01897,SYN-016,ArgAvd,True
S01898,SYN-016,ArgAvd,True
S01899,SYN-016,ArgAvd,True
S01900,SYN-016,ArgAvd,True
S01901,SYN-016,ArgAvd,False
S01902,SYN-016,ArgAvd,True
S01903,SYN-016,ArgAvd,False
S01904,SYN-016,ArgAvd,True
S01905,SYN-016,ArgAvd,True
S01906,SYN-016,ArgAvd,True
S01907,SYN-016,ArgAvd,True
S01908,SYN-016,ArgAvd,True
S01909,SYN-016,ArgAvd,True
S01910,SYN-016,Sk,True
S01911,SYN-016,ArgAvd,True
S01912,SYN-016,Sk,True
S01913,SYN-016,Sk,False
S01914,SYN-016,Sk,False
S01915,SYN-016,Sk,False
S01916,SYN-016,ArgAvd,True
S01917,SYN-016,ArgAvd,False
S01918,SYN-016,Sk,False
S01919,SYN-016,Sk,True
S01920,SYN-016,ArgAvd,True
S01921,SYN-016,Sk,False
S01922,SYN-016,Sk,True
S01923,SYN-016,Sk,True
S01924,SYN-016,Sk,True
S01925,SYN-016,Sk,True
S01926,SYN-016,Sk,True
S01927,SYN-016,Sk,True
S01928,SYN-016,Sk,True
S01929,SYN-016,Sk,True
S01930,SYN-016,Sk,True
S01931,SYN-016,Sk,True
S01932,SYN-016,Sk,False
S01933,SYN-016,Sk,True
S01934,SYN-016,Sk,True
S01935,SYN-016,Sk,True
S01936,SYN-016,Sk,True
S01937,SYN-016,Sk,True
S01938,SYN-016,Sk,True
S01939,SYN-016,Sk,True
S01940,SYN-016,Sk,False
S01941,SYN-016,Sk,True
S01942,SYN-016,Sk,False
S01943,SYN-016,Sk,True
S01944,SYN-016,Sk,True
S01945,SYN-016,Sk,True
S01946,SYN-016,Sk,True
S01947,SYN-016,Sk,True
S01948,SYN-016,Sk,True
S01949,SYN-016,Sk,False
S01950,SYN-016,Sk,True
S01951,SYN-016,Sk,True
S01952,SYN-017,Oxd,True
S01953,SYN-017,ArgAvd,False
S01954,SYN-017,Oxd,True
S01955,SYN-017,Oxd,True
S01956,SYN-017,Oxd,True
S01957,SYN-017,Oxd,True
S01958,SYN-017,Oxd,True
S01959,SYN-017,Oxd,True
S01960,SYN-017,Oxd,True
S01961,SYN-017,Oxd,True
S01962,SYN-017,Oxd,True
S01963,SYN-017,Oxd,True
S01964,SYN-017,Oxd,True
S01965,SYN-017,Oxd,True
S01966,SYN-017,Oxd,False
S01967,SYN-017,Oxd,True
S01968,SYN-017,ArgAvd,True
S01969,SYN-017,Oxd,False
S01970,SYN-017,Oxd,True
S01971,SYN-017,Oxd,True
S01972,SYN-017,ArgAvd,True
S01973,SYN-017,ArgAvd,False
S01974,SYN-017,Oxd,True
S01975,SYN-017,ArgAvd,False
S01976,SYN-017,Oxd,False
S01977,SYN-017,ArgAvd,True
S01978,SYN-017,Oxd,True
S01979,SYN-017,ArgAvd,True
S01980,SYN-017,ArgAvd,True
S01981,SYN-017,ArgAvd,False
S01982,SYN-017,ArgAvd,False
S01983,SYN-017,ArgAvd,True
S01984,SYN-017,ArgAvd,True
S01985,SYN-017,ArgAvd,True
S01986,SYN-017,ArgAvd,False
S01987,SYN-017,ArgAvd,True
S01988,SYN-017,ArgAvd,False
S01989,SYN-017,ArgAvd,True
S01990,SYN-017,ArgAvd,True
S01991,SYN-017,ArgAvd,True
S01992,SYN-017,ArgAvd,True
S01993,SYN-017,Fil,True
S01994,SYN-017,ArgAvd,True
S01995,SYN-017,ArgAvd,False
S01996,SYN-017,ArgAvd,True
S01997,SYN-017,ArgAvd,True
S01998,SYN-017,ArgAvd,False
S01999,SYN-017,ArgAvd,False
S02000,SYN-017,ArgAvd,False
S02001,SYN-017,ArgAvd,True
S02002,SYN-017,ArgAvd,False
S02003,SYN-017,ArgAvd,False
S02004,SYN-017,ArgAvd,True
S02005,SYN-017,ArgAvd,True
S02006,SYN-017,ArgAvd,True
S02007,SYN-017,ArgAvd,True
S02008,SYN-017,ArgAvd,True
S02009,SYN-017,ArgAvd,False
S02010,SYN-017,ArgAvd,True
S02011,SYN-017,ArgAvd,True
S02012,SYN-017,ArgAvd,True
S02013,SYN-017,ArgAvd,False
S02014,SYN-017,ArgAvd,False
S02015,SYN-017,ArgAvd,True
S02016,SYN-017,ArgAvd,True
S02017,SYN-017,ArgAvd,True
S02018,SYN-017,ArgAvd,True
S02019,SYN-017,ArgAvd,True
S02020,SYN-017,ArgAvd,True
S02021,SYN-017,ArgAvd,False
S02022,SYN-017,ArgAvd,True
S02023,SYN-017,ArgAvd,True
S02024,SYN-017,Sk,False
S02025,SYN-017,ArgAvd,True
S02026,SYN-017,Pro,True
S02027,SYN-017,ArgAvd,True
S02028,SYN-017,ArgAvd,True
S02029,SYN-017,ArgAvd,True
S02030,SYN-017,ArgAvd,True
S02031,SYN-017,Sk,True
S02032,SYN-017,Sk,True
S02033,SYN-017,ArgAvd,True
S02034,SYN-017,Sk,True
S02035,SYN-017,Sk,True
S02036,SYN-017,Sk,True
S02037,SYN-017,Sk,True
S02038,SYN-017,Pro,True
S02039,SYN-017,Sk,True
S02040,SYN-017,Sk,True
S02041,SYN-017,Sk,True
S02042,SYN-017,Sk,True
S02043,SYN-017,Pro,False
S02044,SYN-017,Sk,True
S02045,SYN-017,Sk,True
S02046,SYN-017,Sk,False
S02047,SYN-017,Sk,True
S02048,SYN-017,Sk,False
S02049,SYN-017,Sk,True
S02050,SYN-017,Sk,True
S02051,SYN-017,Sk,True
S02052,SYN-017,Sk,False
S02053,SYN-017,Sk,True
S02054,SYN-017,Sk,True
S02055,SYN-017,Sk,True
S02056,SYN-017,Sk,False
S02057,SYN-017,Sk,True
S02058,SYN-017,Sk,True
S02059,SYN-017,Sk,True
S02060,SYN-017,Sk,True
S02061,SYN-017,Pro,True
S02062,SYN-017,Sk,True
S02063,SYN-017,Pro,False
S02064,SYN-017,Sk,False
S02065,SYN-017,Sk,True
S02066,SYN-017,Sk,True
S02067,SYN-017,Sk,True
S02068,SYN-017,Pro,True
S02069,SYN-017,Sk,True
S02070,SYN-017,Sk,True
S02071,SYN-017,Sk,True
S02072,SYN-017,Sk,True
S02073,SYN-017,Sk,True
S02074,SYN-017,Sk,True
S02075,SYN-017,Sk,False
S02076,SYN-017,Sk,False
S02077,SYN-017,Sk,True
S02078,SYN-017,Sk,True
S02079,SYN-017,Pro,True
S02080,SYN-017,Sk,True
S02081,SYN-017,Sk,True
S02082,SYN-017,Sk,True
S02083,SYN-017,Sk,True
S02084,SYN-017,Sk,True
S02085,SYN-017,Arg,True
S02086,SYN-017,Sk,False
S02087,SYN-017,Sk,True
S02088,SYN-017,Sk,True
S02089,SYN-017,Sk,False
S02090,SYN-017,Pro,False
S02091,SYN-017,Sk,True
S02092,SYN-017,Sk,True
S02093,SYN-017,Sk,True
S02094,SYN-017,Arg,True
S02095,SYN-017,Pro,True
S02096,SYN-017,Sk,True
S02097,SYN-017,Sk,True
S02098,SYN-017,Arg,True
S02099,SYN-017,Sk,True
S02100,SYN-017,Arg,True
S02101,SYN-017,Sk,True
S02102,SYN-017,Arg,True
S02103,SYN-017,Sk,False
S02104,SYN-017,Arg,True
S02105,SYN-017,Pro,False
S02106,SYN-017,Arg,True
S02107,SYN-018,Oxd,True
S02108,SYN-018,Oxd,True
S02109,SYN-018,Oxd,True
S02110,SYN-018,ArgAvd,True
S02111,SYN-018,Oxd,True
S02112,SYN-018,Oxd,True
S02113,SYN-018,Oxd,True
S02114,SYN-018,ArgAvd,False
S02115,SYN-018,ArgAvd,True
S02116,SYN-018,Oxd,False
S02117,SYN-018,Oxd,True
S02118,SYN-018,Oxd,True
S02119,SYN-018,Oxd,False
S02120,SYN-018,Oxd,True
S02121,SYN-018,Oxd,True
S02122,SYN-018,ArgAvd,True
S02123,SYN-018,Oxd,True
S02124,SYN-018,Oxd,True
S02125,SYN-018,ArgAvd,True
S02126,SYN-018,Oxd,True
S02127,SYN-018,Oxd,True
S02128,SYN-018,Oxd,False
S02129,SYN-018,Oxd,True
S02130,SYN-018,Fil,True
S02131,SYN-018,Fil,True
S02132,SYN-018,Fil,True
S02133,SYN-018,Fil,True
S02134,SYN-018,Arg,False
S02135,SYN-018,Arg,True
S02136,SYN-018,Arg,True
S02137,SYN-018,Fil,True
S02138,SYN-018,Fil,True
S02139,SYN-018,Arg,True
S02140,SYN-018,Oxd,False
S02141,SYN-018,Arg,True
S02142,SYN-018,Arg,True
S02143,SYN-018,Arg,False
S02144,SYN-018,Arg,True
S02145,SYN-018,Arg,True
S02146,SYN-018,Fil,True
S02147,SYN-018,Pro,True
S02148,SYN-018,Fil,True
S02149,SYN-018,Fil,True
S02150,SYN-018,Arg,True
S02151,SYN-018,Fil,True
S02152,SYN-018,Fil,True
S02153,SYN-018,Fil,True
S02154,SYN-018,Arg,True
S02155,SYN-018,Arg,True
S02156,SYN-018,Fil,True
S02157,SYN-018,Arg,True
S02158,SYN-018,Fil,True
S02159,SYN-018,Fil,False
S02160,SYN-018,Pro,True
S02161,SYN-018,Fil,True
S02162,SYN-018,Fil,True
S02163,SYN-018,Fil,True
S02164,SYN-018,Fil,True
S02165,SYN-018,Pro,True
S02166,SYN-018,Fil,True
S02167,SYN-018,Fil,True
S02168,SYN-018,Fil,True
S02169,SYN-018,Pro,False
S02170,SYN-018,Pro,False
S02171,SYN-018,Fil,True
S02172,SYN-018,Pro,True
S02173,SYN-018,Pro,True
S02174,SYN-018,Arg,True
S02175,SYN-018,Pro,True
S02176,SYN-018,Pro,True
S02177,SYN-018,Fil,True
S02178,SYN-018,Pro,True
S02179,SYN-018,Pro,True
S02180,SYN-018,Fil,True
S02181,SYN-018,Pro,True
S02182,SYN-018,Fil,True
S02183,SYN-018,Pro,False
S02184,SYN-018,Pro,True
S02185,SYN-018,Pro,True
S02186,SYN-018,Pro,True
S02187,SYN-018,Pro,True
S02188,SYN-018,Pro,True
S02189,SYN-018,Fil,True
S02190,SYN-018,Pro,False
S02191,SYN-018,Fil,True
S02192,SYN-018,Fil,True
S02193,SYN-018,Pro,False
S02194,SYN-018,Pro,True
S02195,SYN-018,Pro,False
S02196,SYN-018,Pro,True
S02197,SYN-018,Fil,True
S02198,SYN-018,Pro,True
S02199,SYN-018,Fil,True
S02200,SYN-018,Pro,True
S02201,SYN-018,Pro,True
S02202,SYN-018,Pro,True
S02203,SYN-018,Pro,True
S02204,SYN-018,Pro,True
S02205,SYN-018,Pro,False
S02206,SYN-018,Pro,True
S02207,SYN-018,Pro,True
S02208,SYN-018,Fil,True
S02209,SYN-018,Pro,True
S02210,SYN-018,Pro,True
S02211,SYN-018,Pro,True
S02212,SYN-018,Pro,True
S02213,SYN-018,Pro,True
S02214,SYN-018,Pro,True
S02215,SYN-018,Pro,True
S02216,SYN-018,Pro,True
S02217,SYN-019,Oxd,True
S02218,SYN-019,Oxd,True
S02219,SYN-019,Oxd,True
S02220,SYN-019,Oxd,True
S02221,SYN-019,Oxd,False
S02222,SYN-019,ArgAvd,True
S02223,SYN-019,Oxd,True
S02224,SYN-019,Oxd,True
S02225,SYN-019,Oxd,True
S02226,SYN-019,Oxd,True
S02227,SYN-019,Oxd,True
S02228,SYN-019,Oxd,True
S02229,SYN-019,Oxd,True
S02230,SYN-019,Oxd,True
S02231,SYN-019,ArgAvd,False
S02232,SYN-019,Oxd,True
S02233,SYN-019,Oxd,True
S02234,SYN-019,Oxd,True
S02235,SYN-019,ArgAvd,True
S02236,SYN-019,Oxd,True
S02237,SYN-019,Oxd,True
S02238,SYN-019,Oxd,True
S02239,SYN-019,Oxd,False
S02240,SYN-019,ArgAvd,True
S02241,SYN-019,ArgAvd,True
S02242,SYN-019,ArgAvd,False
S02243,SYN-019,Fil,True
S02244,SYN-019,Arg,True
S02245,SYN-019,Fil,True
S02246,SYN-019,Fil,True
S02247,SYN-019,Fil,False
S02248,SYN-019,ArgAvd,True
S02249,SYN-019,Oxd,True
S02250,SYN-019,Fil,True
S02251,SYN-019,Fil,True
S02252,SYN-019,Fil,True
S02253,SYN-019,Fil,True
S02254,SYN-019,ArgAvd,True
S02255,SYN-019,Arg,True
S02256,SYN-019,Fil,False
S02257,SYN-019,Fil,True
S02258,SYN-019,Fil,True
S02259,SYN-019,ArgAvd,True
S02260,SYN-019,ArgAvd,False
S02261,SYN-019,Fil,True
S02262,SYN-019,ArgAvd,True
S02263,SYN-019,Fil,False
S02264,SYN-019,ArgAvd,True
S02265,SYN-019,ArgAvd,True
S02266,SYN-019,Arg,True
S02267,SYN-019,ArgAvd,False
S02268,SYN-019,ArgAvd,True
S02269,SYN-019,ArgAvd,True
S02270,SYN-019,ArgAvd,True
S02271,SYN-019,ArgAvd,False
S02272,SYN-019,ArgAvd,True
S02273,SYN-019,ArgAvd,True
S02274,SYN-019,ArgAvd,True
S02275,SYN-019,Fil,True
S02276,SYN-019,ArgAvd,True
S02277,SYN-019,ArgAvd,False
S02278,SYN-019,ArgAvd,True
S02279,SYN-019,Arg,True
S02280,SYN-019,ArgAvd,True
S02281,SYN-019,Fil,True
S02282,SYN-019,ArgAvd,False
S02283,SYN-019,ArgAvd,True
S02284,SYN-019,Pro,False
S02285,SYN-019,Fil,True
S02286,SYN-019,ArgAvd,True
S02287,SYN-019,ArgAvd,False
S02288,SYN-019,ArgAvd,True
S02289,SYN-019,ArgAvd,True
S02290,SYN-019,ArgAvd,True
S02291,SYN-019,Sk,True
S02292,SYN-019,ArgAvd,True
S02293,SYN-019,Sk,True
S02294,SYN-019,Pro,True
S02295,SYN-019,Sk,True
S02296,SYN-019,Sk,True
S02297,SYN-019,Sk,False
S02298,SYN-019,Sk,True
S02299,SYN-019,Sk,True
S02300,SYN-019,Sk,False
S02301,SYN-019,Pro,True
S02302,SYN-019,Pro,True
S02303,SYN-019,Sk,True
S02304,SYN-019,Sk,True
S02305,SYN-019,Sk,True
S02306,SYN-019,Sk,True
S02307,SYN-019,Sk,False
S02308,SYN-019,Sk,True
S02309,SYN-019,Sk,False
S02310,SYN-019,Sk,True
S02311,SYN-019,Sk,True
S02312,SYN-019,Sk,True
S02313,SYN-019,Sk,True
S02314,SYN-020,ArgAvd,True
S02315,SYN-020,Oxd,True
S02316,SYN-020,Oxd,True
S02317,SYN-020,ArgAvd,True
S02318,SYN-020,Oxd,True
S02319,SYN-020,ArgAvd,True
S02320,SYN-020,Oxd,True
S02321,SYN-020,Oxd,True
S02322,SYN-020,Oxd,True
S02323,SYN-020,Oxd,True
S02324,SYN-020,Oxd,True
S02325,SYN-020,Oxd,True
S02326,SYN-020,ArgAvd,True
S02327,SYN-020,Oxd,True
S02328,SYN-020,Oxd,True
S02329,SYN-020,Oxd,True
S02330,SYN-020,Oxd,True
S02331,SYN-020,Oxd,True
S02332,SYN-020,Oxd,True
S02333,SYN-020,Oxd,True
S02334,SYN-020,Oxd,True
S02335,SYN-020,Oxd,True
S02336,SYN-020,Oxd,True
S02337,SYN-020,ArgAvd,False
S02338,SYN-020,ArgAvd,True
S02339,SYN-020,Oxd,True
S02340,SYN-020,Oxd,False
S02341,SYN-020,Fil,True
S02342,SYN-020,Fil,True
S02343,SYN-020,ArgAvd,False
S02344,SYN-020,ArgAvd,False
S02345,SYN-020,ArgAvd,True
S02346,SYN-020,ArgAvd,True
S02347,SYN-020,ArgAvd,False
S02348,SYN-020,ArgAvd,True
S02349,SYN-020,ArgAvd,True
S02350,SYN-020,ArgAvd,False
S02351,SYN-020,ArgAvd,True
S02352,SYN-020,ArgAvd,True
S02353,SYN-020,ArgAvd,True
S02354,SYN-020,ArgAvd,True
S02355,SYN-020,ArgAvd,True
S02356,SYN-020,ArgAvd,True
S02357,SYN-020,ArgAvd,True
S02358,SYN-020,ArgAvd,False
S02359,SYN-020,ArgAvd,True
S02360,SYN-020,ArgAvd,False
S02361,SYN-020,ArgAvd,True
S02362,SYN-020,ArgAvd,True
S02363,SYN-020,ArgAvd,False
S02364,SYN-020,ArgAvd,True
S02365,SYN-020,ArgAvd,True
S02366,SYN-020,ArgAvd,True
S02367,SYN-020,ArgAvd,False
S02368,SYN-020,ArgAvd,False
S02369,SYN-020,ArgAvd,True
S02370,SYN-020,ArgAvd,True
S02371,SYN-020,ArgAvd,True
S02372,SYN-020,ArgAvd,True
S02373,SYN-020,ArgAvd,True
S02374,SYN-020,ArgAvd,True
S02375,SYN-020,ArgAvd,True
S02376,SYN-020,ArgAvd,True
S02377,SYN-020,Sk,True
S02378,SYN-020,Fil,False
S02379,SYN-020,ArgAvd,True
S02380,SYN-020,ArgAvd,True
S02381,SYN-020,ArgAvd,True
S02382,SYN-020,ArgAvd,True
S02383,SYN-020,Sk,True
S02384,SYN-020,ArgAvd,True
S02385,SYN-020,Sk,True
S02386,SYN-020,ArgAvd,True
S02387,SYN-020,ArgAvd,True
S02388,SYN-020,Pro,True
S02389,SYN-020,Sk,True
S02390,SYN-020,Sk,True
S02391,SYN-020,Fil,False
S02392,SYN-020,Sk,True
S02393,SYN-020,Sk,False
S02394,SYN-020,Sk,True
S02395,SYN-020,Pro,True
S02396,SYN-020,Sk,True
S02397,SYN-020,Sk,True
S02398,SYN-020,Pro,True
S02399,SYN-020,Sk,True
S02400,SYN-020,Sk,True
S02401,SYN-020,Sk,True
S02402,SYN-020,Sk,True
S02403,SYN-020,Sk,True
S02404,SYN-020,Sk,True
S02405,SYN-020,Sk,True
S02406,SYN-020,Sk,True
S02407,SYN-020,Sk,True
S02408,SYN-020,Sk,True
S02409,SYN-020,Sk,False
S02410,SYN-021,ArgAvd,True
S02411,SYN-021,Oxd,True
S02412,SYN-021,ArgAvd,True
S02413,SYN-021,Oxd,True
S02414,SYN-021,Oxd,False
S02415,SYN-021,Oxd,True
S02416,SYN-021,Oxd,True
S02417,SYN-021,Oxd,True
S02418,SYN-021,Oxd,True
S02419,SYN-021,Oxd,True
S02420,SYN-021,ArgAvd,True
S02421,SYN-021,Oxd,True
S02422,SYN-021,ArgAvd,True
S02423,SYN-021,Oxd,False
S02424,SYN-021,ArgAvd,True
S02425,SYN-021,Oxd,True
S02426,SYN-021,ArgAvd,True
S02427,SYN-021,Oxd,True
S02428,SYN-021,Oxd,True
S02429,SYN-021,Oxd,True
S02430,SYN-021,Oxd,True
S02431,SYN-021,Oxd,True
S02432,SYN-021,Oxd,True
S02433,SYN-021,Oxd,True
S02434,SYN-021,Fil,True
S02435,SYN-021,Oxd,True
S02436,SYN-021,ArgAvd,True
S02437,SYN-021,ArgAvd,True
S02438,SYN-021,Fil,True
S02439,SYN-021,Fil,False
S02440,SYN-021,Fil,True
S02441,SYN-021,Fil,True
S02442,SYN-021,Fil,True
S02443,SYN-021,Oxd,True
S02444,SYN-021,Fil,False
S02445,SYN-021,ArgAvd,True
S02446,SYN-021,Fil,False
S02447,SYN-021,Fil,True
S02448,SYN-021,ArgAvd,True
S02449,SYN-021,ArgAvd,True
S02450,SYN-021,Fil,False
S02451,SYN-021,ArgAvd,False
S02452,SYN-021,ArgAvd,True
S02453,SYN-021,Fil,True
S02454,SYN-021,ArgAvd,True
S02455,SYN-021,ArgAvd,True
S02456,SYN-021,ArgAvd,True
S02457,SYN-021,Fil,False
S02458,SYN-021,Fil,True
S02459,SYN-021,Fil,True
S02460,SYN-021,ArgAvd,True
S02461,SYN-021,ArgAvd,True
S02462,SYN-021,Arg,False
S02463,SYN-021,Fil,True
S02464,SYN-021,ArgAvd,True
S02465,SYN-021,ArgAvd,False
S02466,SYN-021,ArgAvd,False
S02467,SYN-021,ArgAvd,True
S02468,SYN-021,ArgAvd,True
S02469,SYN-021,ArgAvd,True
S02470,SYN-021,ArgAvd,True
S02471,SYN-021,ArgAvd,True
S02472,SYN-021,ArgAvd,True
S02473,SYN-021,ArgAvd,True
S02474,SYN-021,Fil,True
S02475,SYN-021,ArgAvd,True
S02476,SYN-021,ArgAvd,True
S02477,SYN-021,ArgAvd,True
S02478,SYN-021,Sk,True
S02479,SYN-021,ArgAvd,False
S02480,SYN-021,Sk,True
S02481,SYN-021,ArgAvd,True
S02482,SYN-021,ArgAvd,True
S02483,SYN-021,ArgAvd,True
S02484,SYN-021,Sk,True
S02485,SYN-021,Fil,True
S02486,SYN-021,Sk,True
S02487,SYN-021,Sk,True
S02488,SYN-021,Fil,False
S02489,SYN-021,Sk,True
S02490,SYN-021,Pro,True
S02491,SYN-021,Sk,False
S02492,SYN-021,Sk,True
S02493,SYN-021,Pro,True
S02494,SYN-021,Sk,True
S02495,SYN-021,Sk,True
S02496,SYN-021,Sk,True
S02497,SYN-021,Sk,True
S02498,SYN-021,Pro,True
S02499,SYN-021,Pro,True
