sample_id,holeid,from_m,to_m,x,y,z,depth_m,WhiteMica,Chlorite,Carbonate,Epidote,Kaolinite,Dickite,Montmor,Alunite,Gypsum,Pyrophyllite,Diaspore,Zunyite,Water_silica,Hematite,Goethite,VNIRMinerals,aiMineral1
S01655,SYN-014,91.0,92.0,-230.15,-5.31,91.5,91.5,5.32,21.51,28.42,9.52,0.0,3.64,31.39,0.4,1.06,0.0,0.02,2.79,4.6,24.93,2.5,Hematite,Montmor
S01656,SYN-014,92.0,93.0,-231.09,-5.14,92.5,92.5,1.53,38.75,8.67,7.13,14.43,2.63,16.91,4.46,2.41,2.27,4.25,0.87,0.0,0.75,6.16,None,Chlorite
S01657,SYN-014,93.0,94.0,-232.03,-4.96,93.5,93.5,39.22,31.42,4.77,10.2,0.47,26.84,13.68,0.0,2.19,0.0,0.0,12.64,1.37,4.9,4.29,None,WhiteMica
S01658,SYN-014,94.0,95.0,-232.98,-4.79,94.5,94.5,2.26,32.95,12.55,9.49,1.46,1.0,8.8,8.07,0.0,4.96,6.88,1.42,0.62,0.66,6.0,None,Chlorite
S01659,SYN-014,95.0,97.0,-234.39,-4.53,96.0,96.0,63.18,3.18,0.0,0.0,7.15,2.96,8.01,5.06,8.55,3.18,0.69,19.8,3.85,24.27,36.92,Goethite,WhiteMica
S01660,SYN-014,97.0,98.0,-235.81,-4.27,97.5,97.5,0.0,35.69,36.81,6.05,5.08,2.57,20.16,0.45,2.86,0.1,1.4,1.68,0.0,3.0,2.32,None,Carbonate
S01661,SYN-014,98.0,99.0,-236.75,-4.1,98.5,98.5,5.07,26.83,22.0,4.57,2.71,6.67,18.2,0.69,2.16,0.4,0.0,0.0,0.56,28.4,2.37,Hematite,Chlorite
S01662,SYN-014,99.0,101.0,-238.17,-3.84,100.0,100.0,88.46,0.0,0.0,0.0,11.0,3.06,6.86,2.97,2.81,0.0,4.96,3.16,7.38,4.28,0.0,None,WhiteMica
S01663,SYN-014,101.0,102.5,-239.82,-3.53,101.75,101.75,3.96,15.14,19.99,11.44,3.76,20.98,17.65,2.12,0.0,0.0,7.35,1.79,2.06,5.85,7.41,None,Dickite
S01664,SYN-014,102.5,104.5,-241.47,-3.23,103.5,103.5,3.67,50.75,20.23,5.07,0.11,36.7,11.28,2.53,0.0,20.18,0.0,2.64,15.25,0.0,2.33,None,Chlorite
S01665,SYN-014,104.5,106.0,-243.12,-2.93,105.25,105.25,0.0,39.69,12.51,9.8,13.41,0.0,20.92,0.0,1.35,0.71,0.0,2.28,4.68,1.59,13.3,None,Chlorite
S01666,SYN-014,106.0,108.0,-244.77,-2.62,107.0,107.0,15.43,48.32,70.59,8.11,0.0,0.0,14.91,2.05,35.77,35.74,0.0,3.58,0.0,1.39,0.08,None,Carbonate
S01667,SYN-014,108.0,109.5,-246.43,-2.32,108.75,108.75,5.53,41.04,19.3,6.33,1.66,0.39,14.09,0.0,0.0,0.0,0.81,3.33,1.77,2.27,0.0,None,Chlorite
S01668,SYN-014,109.5,111.0,-247.84,-2.06,110.25,110.25,4.29,22.2,45.5,9.55,1.49,20.11,19.33,0.0,1.35,0.21,4.2,3.78,0.0,0.55,0.84,None,Carbonate
S01669,SYN-014,111.0,112.5,-249.26,-1.8,111.75,111.75,0.0,0.4,1.96,2.54,6.93,7.2,5.86,2.14,6.15,0.0,0.0,0.0,3.18,0.0,4.04,None,Dickite
S01670,SYN-014,112.5,114.0,-250.67,-1.54,113.25,113.25,7.05,0.0,23.09,12.92,5.75,0.0,17.37,0.0,1.66,1.97,0.34,0.0,1.0,1.73,0.0,None,Carbonate
S01671,SYN-014,114.0,115.5,-252.09,-1.28,114.75,114.75,9.76,12.51,6.83,10.25,5.09,2.81,6.45,1.55,3.35,2.28,0.0,3.15,0.0,4.54,5.94,None,Chlorite
S01672,SYN-014,115.5,117.0,-253.5,-1.02,116.25,116.25,7.39,36.02,9.67,8.47,0.55,1.5,11.62,0.76,0.92,2.64,0.43,2.4,2.37,1.49,1.07,None,Chlorite
S01673,SYN-014,117.0,118.0,-254.68,-0.8,117.5,117.5,8.77,26.72,14.23,13.84,32.77,2.09,22.31,0.0,0.0,3.73,0.42,20.98,5.72,3.04,27.35,Goethite,Kaolinite
S01674,SYN-014,118.0,120.0,-256.1,-0.54,119.0,119.0,8.99,22.71,38.4,1.97,0.0,0.66,17.61,0.0,1.83,2.93,4.8,1.5,3.76,5.83,2.46,None,Carbonate
S01675,SYN-014,120.0,121.5,-257.75,-0.24,120.75,120.75,3.25,0.0,6.65,4.0,0.46,0.0,2.27,1.13,0.0,2.56,3.84,2.41,0.21,14.27,0.0,None,Carbonate
S01676,SYN-014,121.5,122.5,-258.93,-0.02,122.0,122.0,7.19,27.83,15.52,6.33,31.47,0.0,23.66,3.35,0.0,0.0,0.0,0.0,3.62,37.53,4.43,Hematite,Kaolinite
S01677,SYN-014,122.5,123.5,-259.88,0.15,123.0,123.0,8.69,14.37,14.5,13.11,23.61,2.73,47.07,0.0,0.0,0.64,0.34,2.37,0.0,15.1,0.0,Hematite,Montmor
S01678,SYN-014,123.5,125.5,-261.29,0.41,124.5,124.5,4.82,18.87,18.11,43.72,2.5,1.01,9.4,0.45,2.43,0.0,0.0,4.24,2.28,5.1,6.49,None,Epidote
S01679,SYN-014,125.5,127.0,-262.94,0.71,126.25,126.25,3.87,38.71,12.34,1.82,3.23,0.0,12.58,0.0,0.0,0.0,2.78,5.33,7.54,7.2,0.0,None,Chlorite
S01680,SYN-014,127.0,128.5,-264.36,0.97,127.75,127.75,7.43,15.03,19.9,6.43,0.0,1.76,19.34,24.89,3.7,2.27,1.07,0.89,2.26,1.68,2.55,None,Alunite
S01681,SYN-014,128.5,130.5,-266.01,1.28,129.5,129.5,2.0,16.24,5.32,3.23,0.0,9.76,0.11,0.0,0.0,36.31,2.17,5.67,0.52,4.28,0.93,None,Pyrophyllite
S01682,SYN-014,130.5,131.5,-267.43,1.54,131.0,131.0,3.06,30.34,26.16,7.85,2.5,0.7,21.41,2.5,0.0,2.86,2.78,22.17,0.35,2.54,5.38,None,Chlorite
S01683,SYN-014,131.5,133.5,-268.84,1.8,132.5,132.5,4.2,56.48,19.37,11.25,0.0,5.34,25.99,0.3,0.33,4.88,5.09,2.94,1.87,3.25,0.0,None,Chlorite
S01684,SYN-014,133.5,135.0,-270.49,2.1,134.25,134.25,33.57,22.93,18.49,11.51,0.0,0.0,25.21,0.0,21.57,0.0,0.23,1.36,1.06,3.03,6.15,None,WhiteMica
S01685,SYN-014,135.0,136.0,-271.67,2.32,135.5,135.5,15.95,0.0,0.0,0.69,9.46,11.6,3.49,0.0,10.34,0.53,2.89,0.0,8.13,4.98,27.41,Goethite,WhiteMica
S01686,SYN-014,136.0,137.5,-272.85,2.53,136.75,136.75,6.59,46.49,16.06,8.96,26.62,0.52,27.35,1.03,4.49,0.0,1.34,4.37,0.0,12.04,0.0,None,Chlorite
S01687,SYN-014,137.5,139.5,-274.5,2.84,138.5,138.5,8.79,11.89,8.14,6.47,3.84,3.59,11.68,17.85,0.0,0.54,5.12,1.71,0.78,2.98,0.0,None,Alunite
S01688,SYN-014,139.5,141.0,-276.16,3.14,140.25,140.25,3.51,9.68,11.32,30.32,0.26,1.24,26.38,4.0,4.09,4.89,0.77,0.0,0.0,30.07,1.97,Hematite,Epidote
S01689,SYN-014,141.0,142.5,-277.57,3.4,141.75,141.75,47.71,37.49,1.16,2.83,8.71,5.2,5.17,1.32,8.55,0.83,0.2,1.28,20.95,0.01,3.01,None,WhiteMica
S01690,SYN-014,142.5,144.0,-278.99,3.66,143.25,143.25,3.37,8.6,18.61,10.46,1.76,0.0,20.21,5.75,0.44,4.8,0.97,3.8,3.0,0.56,2.09,None,Montmor
S01691,SYN-014,144.0,145.5,-280.4,3.92,144.75,144.75,7.41,7.18,11.31,16.45,12.55,1.13,11.23,2.79,2.09,1.7,7.8,0.0,3.85,3.48,1.95,None,Epidote
S01692,SYN-014,145.5,147.0,-281.82,4.18,146.25,146.25,3.84,32.24,17.36,3.73,2.15,3.66,21.78,0.0,0.0,0.49,1.09,36.85,2.9,3.05,4.38,None,Zunyite
S01693,SYN-014,147.0,148.5,-283.23,4.44,147.75,147.75,4.37,15.68,9.53,13.72,0.53,6.56,21.53,1.26,7.14,1.85,5.54,0.0,0.28,5.5,3.55,None,Montmor
S01694,SYN-014,148.5,150.0,-284.65,4.7,149.25,149.25,0.99,10.23,19.25,32.36,2.32,3.86,30.48,1.93,0.0,4.0,0.0,3.27,23.81,4.47,18.46,Goethite,Epidote
S01695,SYN-015,0.0,1.0,-114.74,-78.87,0.5,0.5,11.18,0.0,0.0,3.79,11.46,0.97,2.93,12.88,18.98,8.74,2.75,0.0,25.16,51.24,4.76,Hematite,Water_silica
S01696,SYN-015,1.0,2.5,-115.87,-79.26,1.75,1.75,3.39,4.8,3.19,0.28,11.64,2.4,1.03,7.95,0.0,34.14,35.89,26.77,6.46,65.25,14.67,Hematite,Diaspore
S01697,SYN-015,2.5,4.0,-117.23,-79.74,3.25,3.25,7.51,0.0,0.0,0.0,31.18,6.44,0.0,10.06,13.04,4.63,0.0,26.32,18.08,61.31,38.05,Hematite,Kaolinite
S01698,SYN-015,4.0,5.5,-118.59,-80.21,4.75,4.75,5.45,0.0,1.3,4.68,2.08,19.03,0.0,17.68,16.28,85.51,27.78,11.68,6.1,1.96,0.85,None,Pyrophyllite
S01699,SYN-015,5.5,6.5,-119.72,-80.61,6.0,6.0,4.16,0.0,0.0,4.63,6.71,0.0,1.45,5.54,7.34,0.0,8.16,0.0,19.21,58.22,11.13,Hematite,Water_silica
S01700,SYN-015,6.5,8.0,-120.85,-81.01,7.25,7.25,7.38,2.58,1.27,1.7,13.55,0.0,0.0,7.19,18.23,0.99,0.0,0.0,23.88,8.11,14.83,None,Water_silica
S01701,SYN-015,8.0,9.5,-122.21,-81.48,8.75,8.75,5.42,0.93,0.36,27.12,6.14,0.14,3.44,13.47,14.44,3.22,2.34,1.45,7.68,30.75,31.96,Goethite,Epidote
S01702,SYN-015,9.5,10.5,-123.34,-81.88,10.0,10.0,7.29,0.64,0.0,22.85,7.44,0.0,4.68,9.31,24.78,0.99,0.0,1.54,0.0,15.94,67.72,Goethite,Gypsum
S01703,SYN-015,10.5,11.5,-124.24,-82.19,11.0,11.0,2.19,2.6,0.0,0.0,8.39,0.0,0.21,15.94,11.91,1.34,0.0,0.0,13.38,67.05,51.67,Hematite,Alunite
S01704,SYN-015,11.5,13.0,-125.37,-82.59,12.25,12.25,8.14,1.54,2.04,0.0,12.04,1.31,0.07,11.21,14.46,1.81,1.33,0.0,22.55,34.88,7.32,Hematite,Water_silica
S01705,SYN-015,13.0,14.5,-126.73,-83.06,13.75,13.75,6.56,1.08,0.0,3.79,35.03,3.66,0.0,5.59,13.22,0.0,0.09,3.03,48.92,27.14,24.19,Hematite,Water_silica
S01706,SYN-015,14.5,15.5,-127.86,-83.46,15.0,15.0,6.41,0.0,2.48,5.79,5.74,1.5,2.37,9.59,18.53,0.0,1.44,0.55,12.58,47.44,22.82,Hematite,Gypsum
S01707,SYN-015,15.5,17.5,-129.22,-83.93,16.5,16.5,11.27,18.0,1.57,1.36,7.1,0.0,1.17,25.9,7.88,0.74,0.0,0.0,11.2,53.44,20.04,Hematite,Alunite
S01708,SYN-015,17.5,19.0,-130.8,-84.49,18.25,18.25,4.97,0.0,3.82,25.29,10.22,0.71,0.0,8.79,7.7,0.16,1.54,0.32,19.99,50.57,7.77,Hematite,Epidote
S01709,SYN-015,19.0,21.0,-132.38,-85.04,20.0,20.0,2.3,2.5,1.34,4.31,4.44,3.38,0.8,12.07,0.0,49.49,7.8,3.13,8.27,9.53,5.99,None,Pyrophyllite
S01710,SYN-015,21.0,22.5,-133.97,-85.6,21.75,21.75,6.92,0.0,0.0,5.41,5.79,0.0,8.49,10.32,45.01,0.0,0.0,0.0,34.89,41.92,44.84,Goethite,Gypsum
S01711,SYN-015,22.5,24.0,-135.32,-86.07,23.25,23.25,6.27,1.87,1.78,0.0,11.19,3.66,0.0,13.09,17.68,0.88,3.89,5.67,21.75,64.22,26.17,Hematite,Water_silica
S01712,SYN-015,24.0,25.5,-136.68,-86.55,24.75,24.75,6.53,0.0,2.8,2.02,8.39,4.88,0.0,0.0,20.55,0.0,1.94,3.43,22.34,35.27,15.31,Hematite,Water_silica
S01713,SYN-015,25.5,27.5,-138.27,-87.1,26.5,26.5,29.26,14.61,4.41,3.97,8.28,6.89,8.66,4.17,4.76,1.8,0.0,20.82,8.53,2.47,20.92,Goethite,WhiteMica
S01714,SYN-015,27.5,29.0,-139.85,-87.66,28.25,28.25,12.0,0.08,0.0,0.13,12.96,0.0,3.55,10.52,13.41,3.11,0.89,7.35,33.86,32.72,32.13,Hematite,Water_silica
S01715,SYN-015,29.0,30.5,-141.21,-88.13,29.75,29.75,6.17,23.0,4.02,12.05,10.28,1.77,2.84,12.85,17.73,18.03,1.16,1.45,25.56,50.89,25.47,Hematite,Water_silica
S01716,SYN-015,30.5,32.0,-142.56,-88.61,31.25,31.25,4.47,1.1,0.0,0.0,17.88,0.0,0.0,5.24,17.2,2.91,0.26,0.33,19.35,33.41,67.7,Goethite,Water_silica
S01717,SYN-015,32.0,33.5,-143.92,-89.08,32.75,32.75,23.2,0.0,2.89,0.26,37.31,10.52,15.15,2.05,8.94,5.15,1.72,2.26,0.43,0.0,2.58,None,Kaolinite
S01718,SYN-015,33.5,34.5,-145.05,-89.48,34.0,34.0,11.05,2.2,0.0,0.26,10.55,1.36,0.0,11.76,13.64,0.0,1.5,0.0,8.92,53.73,21.42,Hematite,Gypsum
S01719,SYN-015,34.5,36.0,-146.18,-89.87,35.25,35.25,5.17,0.38,0.0,26.89,4.52,0.99,2.34,7.98,13.49,0.0,4.94,2.35,50.84,59.25,22.13,Hematite,Water_silica
S01720,SYN-015,36.0,37.5,-147.54,-90.35,36.75,36.75,1.67,0.0,0.0,2.86,9.04,0.0,2.15,25.76,18.8,33.68,0.0,0.08,23.86,27.33,27.96,Goethite,Pyrophyllite
S01721,SYN-015,37.5,39.5,-149.12,-90.9,38.5,38.5,24.03,2.78,2.9,0.0,87.28,1.91,7.45,5.54,7.24,0.05,0.52,0.83,4.2,25.7,0.0,Hematite,Kaolinite
S01722,SYN-015,39.5,41.0,-150.71,-91.46,40.25,40.25,5.24,5.02,0.0,0.0,27.85,11.33,0.68,0.19,4.53,25.19,0.0,2.56,0.0,3.74,4.56,None,Kaolinite
S01723,SYN-015,41.0,42.5,-152.06,-91.93,41.75,41.75,100.0,3.48,1.38,0.37,11.75,4.37,5.9,3.89,8.25,0.0,0.0,5.96,35.03,0.0,2.69,None,WhiteMica
S01724,SYN-015,42.5,44.5,-153.65,-92.48,43.5,43.5,25.88,4.34,29.3,0.0,37.93,7.28,7.49,0.62,4.81,2.95,4.35,4.87,5.0,23.36,2.68,Hematite,Kaolinite
S01725,SYN-015,44.5,46.0,-155.23,-93.04,45.25,45.25,23.58,1.13,1.73,6.13,57.34,19.52,39.79,0.0,9.2,29.89,5.43,1.51,2.76,1.16,5.18,None,Kaolinite
S01726,SYN-015,46.0,47.0,-156.36,-93.43,46.5,46.5,30.84,0.0,0.0,0.33,45.3,4.63,9.45,0.0,1.35,15.44,0.0,0.0,0.0,6.77,0.1,None,Kaolinite
S01727,SYN-015,47.0,48.0,-157.27,-93.75,47.5,47.5,28.0,1.22,4.41,3.17,6.52,18.62,0.82,0.0,7.11,1.7,1.94,0.0,0.35,0.0,5.67,None,WhiteMica
S01728,SYN-015,48.0,49.0,-158.17,-94.07,48.5,48.5,23.81,3.23,4.97,0.13,31.35,6.64,11.58,5.38,2.67,0.02,5.49,0.0,15.05,4.49,3.49,None,Kaolinite
S01729,SYN-015,49.0,50.0,-159.08,-94.38,49.5,49.5,44.92,3.3,1.03,0.0,27.37,35.19,7.03,1.27,3.82,3.49,3.01,1.04,6.7,1.13,5.63,None,WhiteMica
S01730,SYN-015,50.0,51.5,-160.21,-94.78,50.75,50.75,20.0,4.65,1.59,0.71,47.67,11.03,9.17,0.0,1.13,13.3,2.3,1.79,5.44,0.9,2.02,None,Kaolinite
S01731,SYN-015,51.5,53.5,-161.79,-95.33,52.5,52.5,6.79,32.79,19.79,10.95,0.01,0.0,27.7,3.91,18.31,0.0,0.06,0.0,2.18,5.81,5.94,None,Chlorite
S01732,SYN-015,53.5,55.0,-163.37,-95.89,54.25,54.25,32.22,0.2,0.0,0.42,30.68,14.19,6.48,2.78,0.19,5.32,29.15,0.0,0.0,0.71,0.0,None,WhiteMica
S01733,SYN-015,55.0,56.0,-164.5,-96.28,55.5,55.5,45.94,2.95,3.72,0.0,22.14,25.69,2.7,4.87,1.05,0.0,0.0,1.84,10.35,15.33,0.0,Hematite,WhiteMica
S01734,SYN-015,56.0,57.5,-165.63,-96.68,56.75,56.75,19.1,0.0,0.0,18.66,73.52,4.55,10.89,21.79,5.58,1.83,1.09,0.0,2.99,0.83,0.43,None,Kaolinite
S01735,SYN-015,57.5,58.5,-166.77,-97.08,58.0,58.0,24.45,0.3,13.44,4.56,68.98,10.33,6.13,0.0,0.0,1.5,0.0,0.0,6.3,0.0,0.84,None,Kaolinite
S01736,SYN-015,58.5,60.5,-168.12,-97.55,59.5,59.5,89.44,2.74,0.0,0.0,3.14,12.61,3.97,3.17,5.83,1.29,0.0,0.0,5.21,0.0,30.91,Goethite,WhiteMica
S01737,SYN-015,60.5,61.5,-169.48,-98.03,61.0,61.0,42.12,2.9,1.47,2.59,4.98,6.29,3.23,4.58,7.84,0.0,0.0,0.0,1.49,0.05,0.0,None,WhiteMica
S01738,SYN-015,61.5,63.0,-170.61,-98.42,62.25,62.25,10.16,38.38,4.28,8.67,2.46,0.62,12.41,0.73,19.48,0.0,0.0,19.7,0.41,0.0,4.97,None,Chlorite
S01739,SYN-015,63.0,64.5,-171.97,-98.9,63.75,63.75,3.22,41.24,16.48,13.06,0.0,0.64,38.71,2.22,0.0,1.44,2.73,9.04,37.36,0.0,21.49,Goethite,Chlorite
S01740,SYN-015,64.5,66.0,-173.33,-99.37,65.25,65.25,69.81,0.0,0.0,0.4,5.77,1.78,7.14,4.28,3.53,0.0,2.45,0.0,10.78,0.0,0.0,None,WhiteMica
S01741,SYN-015,66.0,67.5,-174.68,-99.85,66.75,66.75,37.73,0.5,0.0,2.13,0.0,8.41,11.12,0.0,32.91,0.31,1.15,2.19,1.1,2.62,7.12,None,WhiteMica
S01742,SYN-015,67.5,69.5,-176.27,-100.4,68.5,68.5,8.76,39.03,5.04,9.19,1.0,0.0,53.64,8.83,25.63,4.0,2.99,0.0,3.26,0.0,0.0,None,Montmor
S01743,SYN-015,69.5,70.5,-177.62,-100.88,70.0,70.0,5.84,16.43,2.6,5.66,0.52,0.81,20.04,1.8,1.03,3.29,1.42,1.11,3.67,3.49,4.98,None,Montmor
S01744,SYN-015,70.5,72.5,-178.98,-101.35,71.5,71.5,63.11,0.7,0.0,0.0,7.15,7.74,7.88,1.82,5.88,0.52,0.88,2.58,7.38,0.0,6.03,None,WhiteMica
S01745,SYN-015,72.5,74.0,-180.56,-101.9,73.25,73.25,1.23,31.48,11.72,9.62,35.23,0.52,15.53,0.0,10.85,0.0,2.35,0.0,1.98,0.0,0.0,None,Kaolinite
S01746,SYN-015,74.0,76.0,-182.15,-102.46,75.0,75.0,81.58,1.38,0.64,0.0,9.21,9.05,9.29,18.29,3.87,0.0,0.0,0.0,9.12,1.46,0.13,None,WhiteMica
S01747,SYN-015,76.0,78.0,-183.96,-103.09,77.0,77.0,80.19,0.36,0.0,0.0,9.95,7.82,4.17,4.15,4.54,0.49,1.0,19.73,7.73,0.99,6.11,None,WhiteMica
S01748,SYN-015,78.0,80.0,-185.77,-103.73,79.0,79.0,3.58,68.18,36.14,12.06,1.9,0.0,32.21,1.31,0.18,3.29,3.39,3.04,0.0,2.14,3.17,None,Chlorite
S01749,SYN-015,80.0,81.0,-187.12,-104.2,80.5,80.5,3.42,22.02,21.58,8.0,0.0,3.3,12.95,0.0,2.22,1.16,0.0,0.58,0.0,22.34,4.41,Hematite,Chlorite
S01750,SYN-015,81.0,82.5,-188.25,-104.6,81.75,81.75,5.15,30.08,26.02,0.53,0.9,32.33,31.5,14.13,0.3,2.79,1.38,1.62,0.0,6.75,2.93,None,Dickite
S01751,SYN-015,82.5,84.0,-189.61,-105.07,83.25,83.25,7.13,12.23,20.38,7.59,1.67,0.0,6.46,2.8,0.82,0.66,5.35,0.0,0.0,6.05,22.12,Goethite,Carbonate
S01752,SYN-015,84.0,85.5,-190.97,-105.55,84.75,84.75,10.99,20.09,17.48,8.35,2.47,1.57,14.91,0.62,0.0,2.45,0.49,3.07,0.99,0.0,0.0,None,Chlorite
S01753,SYN-015,85.5,87.0,-192.33,-106.02,86.25,86.25,39.71,0.0,2.44,0.0,65.31,23.36,28.76,3.14,7.44,2.54,6.86,5.16,1.18,3.51,4.61,None,Kaolinite
S01754,SYN-015,87.0,89.0,-193.91,-106.57,88.0,88.0,57.13,0.0,1.6,3.51,6.53,5.52,20.88,4.97,3.31,1.74,4.37,2.25,5.42,1.12,2.34,None,WhiteMica
S01755,SYN-015,89.0,91.0,-195.72,-107.21,90.0,90.0,13.73,0.0,0.44,1.43,13.7,3.52,8.2,6.76,9.48,0.0,2.69,0.72,3.09,1.69,2.23,None,WhiteMica
S01756,SYN-015,91.0,92.5,-197.3,-107.76,91.75,91.75,2.14,32.68,22.45,40.09,1.01,0.0,24.19,0.0,5.27,1.32,0.0,1.66,0.0,1.74,0.0,None,Epidote
S01757,SYN-015,92.5,94.0,-198.66,-108.24,93.25,93.25,4.69,47.0,11.4,6.22,0.0,0.0,9.47,2.63,4.47,0.0,3.9,2.52,0.0,0.0,0.0,None,Chlorite
S01758,SYN-015,94.0,96.0,-200.24,-108.79,95.0,95.0,3.58,42.51,19.39,12.76,1.42,2.92,12.05,5.09,0.0,0.0,1.57,3.1,0.0,1.7,2.41,None,Chlorite
S01759,SYN-015,96.0,98.0,-202.05,-109.42,97.0,97.0,2.58,65.96,24.48,0.0,2.88,2.38,22.33,6.0,1.21,0.72,1.13,3.36,0.0,33.21,5.83,Hematite,Chlorite
S01760,SYN-015,98.0,99.0,-203.41,-109.9,98.5,98.5,6.26,29.0,21.04,8.34,24.22,0.0,20.79,2.19,0.0,15.22,0.18,2.24,0.03,6.55,3.26,None,Chlorite
S01761,SYN-015,99.0,100.5,-204.54,-110.3,99.75,99.75,6.0,27.05,43.86,8.39,0.0,1.98,26.95,1.9,0.0,0.09,3.5,1.64,0.0,1.69,0.33,None,Carbonate
S01762,SYN-015,100.5,102.5,-206.12,-110.85,101.5,101.5,1.1,9.76,17.31,15.54,0.0,1.01,29.98,0.0,0.0,0.4,0.0,3.96,29.7,0.0,2.32,None,Montmor
S01763,SYN-015,102.5,104.0,-207.71,-111.4,103.25,103.25,6.05,17.47,28.18,36.69,0.72,0.0,49.48,4.48,0.39,3.79,4.81,1.61,0.34,1.35,2.07,None,Montmor
S01764,SYN-015,104.0,105.5,-209.06,-111.88,104.75,104.75,2.75,17.88,14.5,9.6,0.0,0.78,20.64,0.0,31.16,2.86,1.41,0.17,0.0,1.21,0.7,None,Gypsum
S01765,SYN-015,105.5,107.5,-210.65,-112.43,106.5,106.5,6.03,35.24,31.25,8.45,2.64,2.28,14.53,4.18,4.59,6.23,3.73,3.49,0.44,5.58,3.81,None,Chlorite
S01766,SYN-015,107.5,109.5,-212.46,-113.07,108.5,108.5,51.95,1.77,1.79,3.68,6.66,3.59,8.87,1.41,4.27,25.1,0.0,0.0,6.28,0.0,0.34,None,WhiteMica
S01767,SYN-015,109.5,111.5,-214.27,-113.7,110.5,110.5,57.48,3.46,9.78,0.0,0.99,5.49,1.92,0.08,5.46,9.05,0.0,2.16,5.87,0.0,1.05,None,WhiteMica
S01768,SYN-015,111.5,113.5,-216.08,-114.33,112.5,112.5,9.43,39.91,20.13,8.34,0.74,1.97,15.06,17.82,3.82,12.08,3.44,3.82,2.34,0.21,0.03,None,Chlorite
S01769,SYN-015,113.5,115.0,-217.66,-114.89,114.25,114.25,7.25,37.28,13.24,14.35,0.0,0.0,20.33,0.0,2.43,0.56,0.0,1.07,0.0,3.62,0.87,None,Chlorite
S01770,SYN-015,115.0,116.5,-219.02,-115.36,115.75,115.75,65.46,1.22,2.95,2.53,6.76,5.01,6.55,6.22,4.71,0.0,0.87,12.36,9.94,0.0,6.61,None,WhiteMica
S01771,SYN-015,116.5,118.0,-220.37,-115.84,117.25,117.25,6.48,42.9,7.51,4.0,0.0,35.73,19.05,2.04,3.04,4.28,2.39,2.75,4.19,15.18,1.01,Hematite,Chlorite
S01772,SYN-015,118.0,119.5,-221.73,-116.31,118.75,118.75,4.57,28.91,10.18,5.6,0.45,1.26,14.92,0.81,3.33,1.89,0.53,18.74,2.21,3.82,1.57,None,Chlorite
S01773,SYN-015,119.5,121.0,-223.09,-116.79,120.25,120.25,6.18,15.62,9.09,38.98,0.0,18.94,30.83,0.08,2.42,0.65,2.84,1.42,4.65,0.0,4.77,None,Epidote
S01774,SYN-015,121.0,122.5,-224.45,-117.26,121.75,121.75,7.52,27.37,15.36,8.92,3.63,0.0,49.03,0.53,4.66,0.0,1.05,0.0,2.34,1.69,5.38,None,Montmor
S01775,SYN-015,122.5,124.0,-225.8,-117.74,123.25,123.25,7.25,18.87,20.47,6.98,1.67,2.43,29.64,1.15,0.0,2.94,0.0,0.0,0.08,2.55,1.52,None,Montmor
S01776,SYN-015,124.0,125.5,-227.16,-118.21,124.75,124.75,5.73,69.36,25.31,7.75,2.9,4.66,18.81,1.15,0.0,1.67,3.18,0.28,1.0,3.56,5.92,None,Chlorite
S01777,SYN-015,125.5,127.0,-228.52,-118.69,126.25,126.25,6.59,23.48,16.8,11.29,0.0,0.0,18.31,0.0,0.0,25.43,0.0,1.3,0.0,0.91,0.33,None,Pyrophyllite
S01778,SYN-015,127.0,128.5,-229.87,-119.16,127.75,127.75,2.45,26.76,16.51,9.75,2.23,3.65,22.2,2.21,0.0,3.72,1.55,0.0,3.23,5.8,4.48,None,Chlorite
S01779,SYN-015,128.5,129.5,-231.01,-119.56,129.0,129.0,4.02,65.09,7.61,20.08,0.0,0.0,22.09,0.25,0.82,6.8,5.94,0.0,0.0,0.72,2.6,None,Chlorite
S01780,SYN-015,129.5,130.5,-231.91,-119.87,130.0,130.0,7.91,18.66,10.46,8.86,0.72,4.69,16.83,5.17,5.28,0.0,4.7,0.94,2.0,3.97,23.78,Goethite,Chlorite
S01781,SYN-015,130.5,132.5,-233.27,-120.35,131.5,131.5,38.75,24.73,5.44,0.0,34.77,4.49,2.02,0.0,6.98,0.07,1.53,2.55,29.9,4.76,4.3,None,WhiteMica
S01782,SYN-015,132.5,134.0,-234.85,-120.9,133.25,133.25,87.78,0.0,4.92,0.5,0.0,43.77,3.5,5.58,12.86,0.0,4.47,4.09,7.21,0.0,2.62,None,WhiteMica
S01783,SYN-015,134.0,135.0,-235.98,-121.3,134.5,134.5,8.27,40.15,0.01,7.82,2.08,0.6,22.57,3.35,3.44,2.66,2.21,1.22,4.03,5.8,4.1,None,Chlorite
S01784,SYN-015,135.0,137.0,-237.34,-121.77,136.0,136.0,6.25,11.02,27.65,35.23,1.02,0.0,23.57,3.63,4.26,1.55,0.0,3.36,1.73,0.0,4.75,None,Epidote
S01785,SYN-015,137.0,138.5,-238.92,-122.33,137.75,137.75,9.99,31.86,5.79,6.84,3.22,2.09,31.39,5.85,1.01,2.82,1.04,6.03,1.36,0.86,0.0,None,Chlorite
S01786,SYN-015,138.5,139.5,-240.05,-122.72,139.0,139.0,7.37,26.85,30.58,24.9,1.55,0.0,18.58,3.04,0.89,4.5,3.83,0.0,2.21,4.68,0.61,None,Carbonate
